Voter_ID,Full_Name,Father_Mother_Name,Date_of_Birth,Gender,Address,City,State,PIN_Code,Polling_Station,Registration_Date
JBM8645848,Aarna Bir,Thomas Karpe,1977-11-17,Other,"80/43, Chander Road, Tiruvottiyur-827553",South Dumdum,Rajasthan,733343,PS-049,2019-10-22
XMO4676887,Avni Contractor,Yug Sanghvi,1961-11-29,Male,"89/239, Karnik Street, Mira-Bhayandar-043260",Mysore,West Bengal,668433,PS-032,2021-08-16
PSS1808147,Lavanya Devi,Jasmit Lal,1955-11-02,Female,"93, Chad Nagar, Allahabad 527311",Udaipur,Karnataka,641475,PS-035,2023-01-26
YZQ0428028,Chakrika Prabhu,Yahvi Kar,1981-06-02,Female,"99/812, Mallick Chowk, Mahbubnagar-255174",Ghaziabad,Maharashtra,581476,PS-016,2018-12-17
IPU3188017,Kamala Hans,Aditya Kant,1937-08-07,Male,"194, Kaur Ganj, Mirzapur 479303",Bhubaneswar,Karnataka,987283,PS-034,2025-07-13
IML6536197,Veer Chaudhry,Warinder Sankaran,1986-09-29,Female,"27/026, Desai Chowk, Morbi-489061",Allahabad,Punjab,471754,PS-022,2022-01-17
JCY1738457,Avni Bumb,Yauvani Seth,2004-01-22,Female,"859, Ram Nagar, Tiruppur-342898",Silchar,Kerala,550492,PS-018,2018-04-09
UEO4386329,Edhitha Atwal,Tara Divan,2002-11-18,Other,"64/807, Sengupta Street, Vadodara 368296",Karnal,Kerala,390550,PS-031,2021-01-16
VKZ5007224,T. Dash,Aarush Ramaswamy,1973-08-09,Male,"22/622, Sengupta Chowk, Bhind-316806",Bihar Sharif,West Bengal,070385,PS-012,2016-10-18
KBB5323458,Zaid Parekh,Hredhaan Dar,1945-08-03,Other,"07/59, Tailor Path, Pallavaram-846392",Hajipur,Punjab,780856,PS-008,2018-11-18
BBD5927934,Hemangini Anand,Rachit Chaudry,1996-08-23,Other,"626, Chakrabarti Zila, Siliguri-362585",Saharanpur,Karnataka,880879,PS-045,2017-07-29
DJG1204689,Falan Bumb,Gaurika Bal,1941-06-05,Female,"09/41, Bora Road, Meerut 628G97",Asansol,Kerala,534407,PS-047,2023-05-28
PXE9337955,Tamanna Bhargava,Pahal Brahmbhatt,1989-07-19,Female,"63, Bhat Street, Rewa-907399",Danapur,West Bengal,982718,PS-038,2018-07-11
ADX0923798,Aashi Patla,Vansha Garde,1981-10-02,Other,"56/72, Subramaniam Circle, Karawal Nagar-015343",Jalgaon,Kerala,913577,PS-036,2025-08-05
VWC1788342,Widisha Mital,Neel Om,1989-01-12,Other,"H.No. 888, Dave Street, Hospet-058416",Yamunanagar,Gujarat,349564,PS-041,2023-11-11
HBW1245943,Tamanna Din,Madhav Banerjee,1978-06-24,Other,"H.No. 97, Talwar Ganj, Gandhinagar 523302",Katni,Delhi,208656,PS-050,2023-12-17
KKT4938970,Krisha Agrawal,Hemal Taneja,1946-12-09,Other,"05/84, Raman, Panipat-990803",Ambala,Tamil Nadu,240574,PS-014,2020-06-03
MQC5158533,Yatan Dubey,Atharv Talwar,1965-06-16,Male,"732, Minhas Nagar, Jaipur-768893",Gaya,Delhi,964546,PS-030,2022-03-16
CEV0950255,Aarnav Nazareth,Aryan Srinivasan,1946-06-25,Female,"00, Dass Circle, Sasaram-774270",Baranagar,Karnataka,788728,PS-035,2018-05-18
ZPM6936633,Netra Gopal,Kala Mallick,1979-09-28,Male,"H.No. 500, Sant Marg, Bhusawal-110654",Mysore,Delhi,407851,PS-001,2022-09-10
QEL9691262,Amrita Ghosh,Mahika Mallick,1966-10-25,Other,"H.No. 937, Brahmbhatt Circle, Purnia 476143",Dibrugarh,Tamil Nadu,437066,PS-046,2017-04-22
EAN3095217,Owen Agarwal,Januja Som,1965-02-16,Male,"366, Tripathi Zila, Visakhapatnam 610870",Pali,Gujarat,182360,PS-027,2017-08-02
TVN0882004,Ryan Nadkarni,Ekaja Loke,1959-07-29,Female,"23/766, Sampath Marg, Rourkela-338619",Tiruchirappalli,Maharashtra,839093,PS-021,2021-02-07
ETP8150114,Advay Chacko,Ranbir Pradhan,1987-02-17,Other,"H.No. 384, Kohli Path, Giridih 746823",Tirupati,Uttar Pradesh,951003,PS-043,2016-03-12
KJC9471045,Gauri Mitter,Christopher Chana,1984-08-18,Other,"43, Baral Street, Jhansi 615717",Kolhapur,Uttar Pradesh,309376,PS-007,2016-12-23
YJY3077746,Vinaya Choudhary,Upma Soni,1956-03-07,Female,"H.No. 79, Pandit Marg, Pondicherry 090255",Mau,Karnataka,165565,PS-035,2016-11-12
ZQA4346708,Oviya Pandit,Bimala Ganesh,1939-09-19,Other,"H.No. 792, Behl, Indore 712814",Mira-Bhayandar,Rajasthan,440192,PS-037,2018-06-24
AVP1771633,Lopa Apte,Aarav Trivedi,2000-06-18,Other,"70, Anne, Karawal Nagar-183762",Delhi,Maharashtra,671621,PS-020,2024-05-24
XVJ3794320,Niholas Kala,Umang Jhaveri,1971-07-13,Female,"07/229, Kapur Nagar, Narasaraopet-466574",Kirari Suleman Nagar,Delhi,896910,PS-043,2024-08-10
IUB7487273,Anamika Sen,Yamini Dugar,1950-11-13,Male,"H.No. 46, Divan Street, Gulbarga-237205",Mumbai,Kerala,300008,PS-004,2024-09-25
IMN6322343,Samar Khalsa,Omisha Deo,1962-02-20,Male,"74/40, Tripathi Circle, Bhiwani 089870",Kalyan-Dombivli,Delhi,991843,PS-003,2017-04-01
GVM8731919,Tamanna Jhaveri,Ijaya Soni,1948-03-11,Other,"H.No. 14, Contractor Nagar, Tiruvottiyur-238282",Karaikudi,Uttar Pradesh,736226,PS-036,2022-08-21
BNN5923790,Quincy Dutt,Aarav Choudhry,2006-08-16,Other,"530, Uppal Marg, Purnia-676780",Alwar,Tamil Nadu,837449,PS-028,2021-06-11
CUL1840926,Yadavi Nori,Chandani Patla,1994-03-31,Male,"18/344, Mishra Nagar, Kamarhati-919541",Purnia,Gujarat,514846,PS-011,2025-02-03
WBU0444055,Mugdha Hari,Nathan Vasa,1938-06-02,Female,"98, Manne Nagar, Vijayanagaram 589524",Alappuzha,Punjab,960647,PS-001,2018-07-22
NIT6074665,Smaksh Nayak,Azad Bhasin,1973-02-04,Male,"76, Oza Street, Sagar-929831",Nagaon,Uttar Pradesh,397740,PS-025,2023-03-11
OSL6065605,yashodhara agarwal,Hiral Brar,1947-11-24,Other,"H.No. 49, Pau Marg, Madanapalle 607700",Hyderabad,Delhi,045418,PS-015,2020-08-09
BWY6260042,Yasti Bhat,Omaja Mital,1949-03-24,Other,"H.No. 33, Prabhakar Marg, Tumkur 466535",Kishanganj,West Bengal,298532,PS-027,2020-10-31
KOK2495687,Lajita Walia,Xiti Pandya,1944-09-18,Female,"07, Munshi Zila, Chapra-641605",Tadipatri,West Bengal,516136,PS-001,2022-09-20
SIP5352709,Anvi Anand,Watika Mangat,1966-03-24,Other,"39/421, More Nagar, Visakhapatnam 214562",Mira-Bhayandar,Tamil Nadu,884247,PS-024,2020-12-04
TVJ4888057,Maanas Bhardwaj,Harish Kalita,1995-05-31,Other,"H.No. 847, Lad Zila, Guntur-014833",North Dumdum,Uttar Pradesh,011272,PS-002,2025-02-14
IMG2023628,Dakshesh Gill,Reva Anne,1962-05-11,Male,"H.No. 988, Gara Ganj, Karimnagar 021465",Machilipatnam,Rajasthan,801184,PS-037,2025-06-02
MIZ2810456,Ucchal Jani,Maanas Munshi,1978-05-14,Male,"588, Nagar Zila, Kirari Suleman Nagar 473210",Yamunanagar,Delhi,325953,PS-037,2018-08-14
JQL6808352,Diya Deep,Aadi Shanker,1994-03-22,Other,"H.No. 420, Rajan Path, Bidar 714336",Dibrugarh,Uttar Pradesh,901014,PS-023,2023-01-04
TYB7222657,Tara Arya,Charvi Nath,2005-05-20,Female,"H.No. 80, Roy Street, Ajmer-703965",Hubli–Dharwad,West Bengal,614878,PS-030,2018-11-19
QBS7083209,Manthan Bala,Krish Patla,1988-12-15,Female,"004, Suresh Circle, Kadapa 535852",Deoghar,Karnataka,003044,PS-026,2019-12-05
BKM3963161,Kritika Gaba,Dhruv Mukherjee,1965-06-17,Other,"999, Puri Road, Firozabad-099990",Gorakhpur,Punjab,898573,PS-032,2025-09-24
ROW6514689,Jonathan Iyengar,Abhimanyu Mody,1947-07-06,Female,"01/836, Suri Road, Kurnool 508276",Sirsa,Kerala,257754,PS-040,2022-01-31
QNG1011447,Deepa Mahal,Jacob Om,1998-05-13,Female,"H.No. 112, Grewal Zila, Gudivada 203571",Aizawl,Tamil Nadu,240642,PS-021,2020-08-26
VFT8708143,Oliver Konda,Ekalinga Baria,1955-11-11,Other,"H.No. 01, Kara, Anantapuram 036988",Dhule,Delhi,332436,PS-002,2018-09-07
HQX3106798,Champak Choudhary,Nathaniel Sami,1943-07-21,Male,"78/48, Contractor Nagar, Mau-462704",Guna,Uttar Pradesh,489325,PS-018,2018-08-27
YVG7342287,Isaac Chacko,Anthony Yogi,2003-06-15,Male,"H.No. 864, Warrior Road, Nanded 758839",Guna,Uttar Pradesh,708200,PS-012,2020-04-27
ZPT0263339,Alka Sanghvi,Amaira Sethi,2004-07-19,Other,"H.No. 702, Nigam Circle, Kharagpur 259364",Mumbai,Maharashtra,486883,PS-038,2016-08-09
OBH4522140,Kabir Pingle,Dev Badami,1995-10-03,Male,"353, Soni Path, Miryalaguda 953259",Guntakal,Punjab,379705,PS-028,2024-08-06
NKG4678172,Pallavi Patla,Saanvi Oak,1938-11-17,Female,"H.No. 33, Balakrishnan CTrcle, Bikaner-546622",Naihati,West Bengal,016599,PS-041,2021-10-23
ZJS6088030,Ira Bhattacharyya,Wakeeta Bhardwaj,1976-01-29,Male,"683, Lall Circle, Bulandshahr 802076",Saharanpur,Maharashtra,961219,PS-037,2016-05-19
LKT9457690,Owen Agarwal,Januja Som,1965-02-16,Male,"366, Trapathi Zila, Visakhapatnam 610870",Pali,Gujarat,182360,PS-027,2017-08-02
PGS7946131,Nathan Shanker,Dipta Narayanan,1951-02-01,Other,"490, Dey Ganj, Sambalpur 771469",Visakhapatnam,Rajasthan,555570,PS-034,2018-06-09
FDW2813706,Udarsh Bajwa,Prisha Rajan,1954-12-19,Other,"617, Choudhary Street, Kota 519515",Varanasi,Punjab,268592,PS-008,2023-02-21
HUQ6666552,Ridhi Karpe,Ira Mannan,1982-05-25,Female,"H.No. 720, Sen Zila, Jamalpur-287416",Unnao,West Bengal,365129,PS-049,2021-06-22
YUN2639960,Dhruv Shukla,Jagrati Sandhu,1988-01-17,Female,"H.No. 051, Oak, Bidhannagar 635584",Udaipur,Maharashtra,172662,PS-001,2022-01-22
UFC2121075,Rayaan Bahl,Dipta Sahota,1955-07-08,Other,"89, Bhatia Chowk, Kadapa-857865",Jaunpur,Gujarat,854973,PS-029,2020-02-06
OZM7327724,Upkaar Ravel,Maya Chaudhuri,1964-10-31,Other,"235, Mani Road, Bareilly 897432",Coimbatore,Karnataka,257207,PS-026,2023-03-10
CHS4856295,Nirja Radhakrishnan,Sachi Jaggi,1954-10-07,Male,"H.No. 33, Suresh Chowk, Junagadh-406720",Berhampore,West Bengal,361424,PS-023,2020-08-28
LZS1566556,Ganga Malhotra,Shaurya Ganguly,1935-04-09,Female,"H.No. 922, Soman Street, North Dumdum-028767",Barasat,Rajasthan,386667,PS-031,2021-12-11
KEJ7672594,Kiaan Sridhar,Suhani Prakash,1991-07-03,Other,"918, Wable Chowk, Solapur-088398",Dehradun,West Bengal,871397,PS-008,2017-06-15
UIY0643350,Gaurang Sarma,Falak Lad,2007-03-07,Female,"155, Kala Chowk, Pondicherry 375534",Mahbubnagar,Delhi,216667,PS-023,2016-09-21
HTM6324776,Balhaar Nath,Vrinda Uppal,2007-08-17,Female,"183, Chacko Marg, Kollam 892608",Guna,Rajasthan,815278,PS-038,2023-12-28
TAM4864264,Finn Nori,Girindra Viswanathan,1969-12-27,Female,"05/12, Wadhwa Nagar, Kolkata 640995",Malegaon,Karnataka,972835,PS-039,2017-07-22
CWT2706517,Harrison Srinivas,Nicholas Seth,1944-12-09,Female,"H.No. 541, Oommen Zila, Gandhinagar 181599",Ludhiana,Delhi,296201,PS-016,2021-07-16
ODG2698071,Hamsini Srinivas,Balendra Deshpande,2000-06-09,Female,"57/60, Mistry Circle, Miryalaguda-395512",Ludhiana,Uttar Pradesh,682996,PS-044,2019-02-04
LIV6780537,Gavin Padmanabhan,Upkaar Ahuja,1959-07-14,Male,"21/921, Vohra Path, Nagaon-059161",Ambala,Kerala,385588,PS-035,2017-04-17
BWK8913893,Dhruv Krishna,Rachita Srivastava,2007-09-14,Other,"10/781, Shan Circle, Ranchi-856425",Meerut,Uttar Pradesh,802693,PS-033,2020-01-24
VEO9123886,Kritika Banerjee,Dhriti Gara,2003-06-04,Male,"41/074, Deo Nagar, Gopalpur 675826",Bidar,Karnataka,590620,PS-010,2016-08-02
HMM0117948,Pushti Gole,Sudiksha Brahmbhatt,1996-10-04,Other,"93/201, Sankar Street, Malda-604180",Kolhapur,Tamil Nadu,755851,PS-013,2023-09-28
INU4064986,Harish Lalla,Krisha Manne,1993-05-14,Female,"84, Mane Chowk, Eluru 765817",Gangtok,Uttar Pradesh,637579,PS-041,2017-10-04
SKI3356413,Yashodhara Gala,Simon Doshi,2007-11-21,Female,"H.No. 85, Rama Circle, Panihati 535461",Bidhannagar,Uttar Pradesh,798632,PS-010,2017-10-28
QHM7511478,Advay Kalita,Jagat Gala,1942-11-24,Other,"520, Lala, Sangli-Miraj & Kupwad-759795",Gorakhpur,Rajasthan,600986,PS-024,2016-08-21
TTY8157822,Jagat Ratti,Deepa Wable,1992-08-06,Other,"21, Rajan Circle, Howrah 203197",Jodhpur,Uttar Pradesh,400347,PS-045,2017-11-22
WYJ9313119,Dhruv Dave,Joshua Lad,1965-12-07,Other,"08/948, Agate Chowk, Faridabad 664187",Mirzapur,West Bengal,304687,PS-042,2021-04-15
PVB8156023,Radhika Din,Logan Mittal,1988-11-07,Other,"H.No. 374, Rastogi Chowk, Kirari Suleman Nagar-372603",Salem,Uttar Pradesh,505766,PS-021,2017-03-27
YBZ1845504,Nidra Dugar,Kamala Dixit,1951-09-11,Other,"H.No. 566, Keer Nagar, Kota-248607",Sagar,Uttar Pradesh,266023,PS-036,2021-12-01
LRS4228693,Michael Dhar,Oni Bakshi,1953-11-19,Other,"26/506, Dora Street, Bellary 067245",Lucknow,Rajasthan,624843,PS-021,2019-02-20
ARA2262608,Vamakshi Munshi,Darpan Char,2002-04-08,Female,"H.No. 90, Shenoy Nagar, Tadepalligudem-130722",Moradabad,Gujarat,869087,PS-050,2017-03-11
KXJ2595710,Faraj Chacko,Falak Ramachandran,1947-11-17,Male,"80/02, Bala Ganj, Dharmavaram-561829",Sambalpur,Kerala,577449,PS-021,2017-12-10
HUK9582259,Yash Basu,Reva Kaur,1964-06-23,Female,"43/95, Nagi, Barasat 836440",Purnia,Delhi,056856,PS-029,2022-11-07
TNL4483764,Yug Dugar,Jackson Mitra,1978-01-05,Male,"07/963, Kara Chowk, Surat 817852",Jamshedpur,Uttar Pradesh,587184,PS-022,2021-04-28
OIO5431652,Charita Puri,Urvashi Khosla,1965-07-29,Female,"08, Saha Marg, Munger 435175",Jorhat,Maharashtra,046990,PS-021,2017-02-22
LSX0495056,Ubika Palla,Chakrika Nagy,1969-12-28,Male,"H.No. 548, Manda, Ozhukarai 811808",Motihari,Gujarat,558344,PS-003,2021-07-10
UDO1299508,Forum Sangha,Anay Chand,1986-01-28,Other,"87, Goyal Path, Morena-204262",Madurai,Gujarat,121241,PS-042,2019-05-04
WLF5723964,Lekha Gupta,Chaitanya Sarin,1935-02-20,Other,"15, Murthy, Dewas-656482",Bidar,West Bengal,299468,PS-008,2015-11-30
IOY1387784,Tristan Badal,Irya Vora,1955-07-25,Female,"38/25, Chaudhry Street, Tadipatri 289634",Rewa,Gujarat,686775,PS-029,2018-03-22
VMD3845597,Abhiram Natarajan,Yashoda Chahal,1981-05-30,Female,"25/59, Ranganathan Marg, Amroha-130742",Arrah,Punjab,426140,PS-009,2020-05-30
MTB9209002,Frado Mukherjee,Falguni Datta,2006-07-20,Male,"50/54, Kala Street, Shivpuri 322141",Naihati,Punjab,962229,PS-010,2018-09-21
PWN7069509,Ekansh Sule,Urmi Gole,2003-11-28,Other,"59/959, Raval, Ranchi 231177",Ahmednagar,Uttar Pradesh,126610,PS-034,2020-03-02
KHP1779604,Lavanya Issac,Wahab Garde,1993-06-06,Other,"H.No. 90, Oak Street, Hosur 640858",Hajipur,Uttar Pradesh,825672,PS-018,2022-10-15
OWY1612389,Anjali Warrior,Naksh Bhatt,1946-04-20,Other,"H.No. 215, Vaidya Road, Serampore-686876",Bangalore,Rajasthan,918548,PS-038,2025-01-17
IAB3418304,DanielAnne,Omisha Bedi,1945-08-26,Male,"H.No. 32, Lad Path, Tadipatri 074071",Jhansi,Rajasthan,798059,PS-022,2022-02-19
MWK0214035,Radhika Varughese,Anirudh Mall,1979-01-12,Female,"69, Sundaram Ganj, Bijapur 242861",Jorhat,Maharashtra,571402,PS-039,2021-07-12
SRE8168228,Lipika Chandra,Diya Bal,1935-04-06,Other,"92, Halder Street, Orai-403369",Bikaner,Gujarat,023126,PS-010,2021-04-07
ICL3456583,Jai Merchant,Robert Viswanathan,2003-07-09,Other,"60, Lal Road, Asansol 006157",Amroha,Maharashtra,829751,PS-006,2020-07-23
RMT2775751,Dayita Narasimhan,Jyoti Kulkarni,2003-05-03,Other,"H.No. 476, Kulkarni Nagar, Howrah 797727",Agra,Uttar Pradesh,092221,PS-026,2023-01-17
GQO0820221,Qabil  Sem,Vyanjana Padmanabhan,1981-02-24,Female,"H.No. 229, Ramesh Road, Bhubaneswar 541597",Gudivada,Uttar Pradesh,254384,PS-046,2024-10-04
TWR7008083,Hardik Dube,Gaurika Devi,1951-09-23,Female,"03, Om Chowk, Dibrugarh-145653",Bettiah,Tamil Nadu,326667,PS-005,2024-09-08
VVI7573406,Warhi Golla,Qasim Goda,1960-08-11,Male,"40/422, Guha Marg, Asansol-637618",Ahmedabad,Rajasthan,660100,PS-023,2018-02-26
WMC3467295,Ranbir Soni,Jai Wali,1959-05-16,Male,"397, Walla Zila, Rewa 705626",Dehri,Uttar Pradesh,641118,PS-046,2018-10-07
CRM5642151,Unnati Salvi,Triya Bala,1938-07-03,Other,"943, Vala, Warangal-062607",Meerut,Maharashtra,041591,PS-037,2020-11-06
EYI0086875,Nihal Shere,Anamika Kanda,1979-01-16,Female,"H.No. 564, Kakar Zila, Rajpur Sonarpur 672423",Bhimavaram,Karnataka,965328,PS-036,2024-04-20
XOS2486117,Chatura Chaudhari,Neha Nori,1949-10-11,Other,"872, Goswami Marg, Surendranagar Dudhrej-178108",Tiruchirappalli,Gujarat,267736,PS-048,2016-11-26
KET7709975,Harsh Minhas,Jalsa Sunder,1935-07-29,Female,"H.No. 27, Zachariah Zila, Sikar-552905",Malegaon,Punjab,000110,PS-033,2017-04-27
SPI8939319,Dipta Das,Kabir Jhaveri,1956-11-05,Female,"H.No. 118, Patla Road, Bhusawal 340848",Kolhapur,Maharashtra,585988,PS-015,2019-06-23
OOC4128223,Vedant Jain,Bachittar Rastogi,1948-05-11,Other,"H.No. 88, Buch Circle, Amroha 342337",Thane,Uttar Pradesh,841312,PS-037,2024-10-18
TPJ9312056,Edhitha Ray,Anusha Buch,2001-10-29,Other,"H.No. 61, Lal Street, Nagercoil-985700",Raiganj,Gujarat,063459,PS-050,2017-04-21
MSL0178796,Radha Kashyap,Aarna Dayal,1955-04-01,Female,"837, Kanda Street, Belgaum 593103",Chittoor,Uttar Pradesh,089423,PS-043,2020-03-05
GER5760834,Vasudha Magar,Yashodhara Mital,2002-10-21,Other,"44/12, Kapoor Circle, Kulti-218856",Gurgaon,Tamil Nadu,413297,PS-013,2017-01-13
SGE2246270,Dayamai Doctor,Ranbir Lad,1936-07-18,Female,"534, Roy Marg, Amroha 699944",Machilipatnam,Uttar Pradesh,720108,PS-025,2018-04-03
NWQ5581718,Wridesh Taneja,Brinda Tandon,1997-04-22,Other,"88, DinSZila, Latur 512180",Dehradun,Uttar Pradesh,799096,PS-026,2022-10-23
KOA0663526,Aishani Deol,Chaitaly Nair,1942-09-13,Female,"424, Yogi Nagar, Eluru 983735",Kurnool,Rajasthan,273652,PS-004,2024-01-21
AUG4338529,Ekalinga Mann,Chandran Shukla,1989-03-13,Other,"H.No. 30, Bobal Road, Dewas-038975",Tinsukia,West Bengal,209986,PS-011,2021-06-22
LUN9463360,Kalpit Nath,Gautam More,1954-02-28,Other,"27, Divan Nagar, Malegaon 412336",Sambalpur,Kerala,850725,PS-008,2017-08-09
MAB9063398,Logan Parmar,Anmol Vala,1973-01-23,Male,"69/929, Merchant Marg, Barasat-725084",New Delhi,Gujarat,423480,PS-001,2016-06-13
YLR9609694,Ishita Soman,Yashica Kohli,1953-08-16,Other,"192, Sehgal Ganj, Proddatur 712961",Ahmednagar,Gujarat,242605,PS-022,2016-12-04
IFJ1926916,Chandani Khurana,Chatresh Kala,1994-10-16,Female,"H.No. 862, Misra Road, Nagercoil-311213",Pallavaram,Uttar Pradesh,878066,PS-032,2017-03-24
PAW1988144,vedant sani,Libni Walia,1941-06-14,Female,"25/482, Datta Road, Proddatur-854540",Haldia,Punjab,454752,PS-009,2019-04-03
DLZ4968299,Ekapad Ramachandran,Kalpit Jha,1977-01-24,Male,"994, Jain, Bally-027169",Hajipur,Karnataka,977790,PS-025,2017-06-16
AJO4039903,Odika Bhagat,Zarna Pathak,2002-10-02,Other,"482, Sarma Road, Bhilai-932480",Tiruchirappalli,Tamil Nadu,171274,PS-043,2024-07-25
KVA2106704,J. Kar,Niharika Bhasin,1993-09-07,Male,"03, Raman Path, Medininagar 279862",Khora ,Punjab,716906,PS-006,2017-01-13
YQV7479285,Frederick Viswanathan,Ekansh Vora,2003-12-15,Female,"06, Kulkarni Path, Raurkela Industrial Township 531952",Nagercoil,West Bengal,277221,PS-028,2023-09-10
UQB0627698,Ayush Ghose,Sai Bhardwaj,1968-11-11,Female,"H.No. 534, Shetty Path, Amravati 357972",Dharmavaram,Karnataka,524140,PS-038,2022-06-26
YCG5456739,Yutika Sibal,Darika Tank,1938-01-23,Female,"73/39, Bava Path, Ichalkaranji 974801",Guntur,Punjab,565060,PS-028,2025-08-10
EPT6370577,D. Grewal,Faris Bassi,1984-04-10,Female,"H.No. 923, Bali Nagar, Madurai-950074",Dibrugarh,Uttar Pradesh,854329,PS-044,2024-10-13
BJS1381771,Januja Chana,Logan Keer,1950-02-21,Other,"13, Das, Ozhukarai 363212",Panipat,Delhi,649078,PS-005,2022-04-13
EDS9027833,Teerth Iyer,Bina Pai,1952-12-18,Female,"15/879, Sahni, Bhusawal-810620",Kollam,Kerala,244204,PS-031,2019-05-18
HZD3913047,Pallavi Patla,Saanvi Oak,1938-11-17,Female,"H.No. 33, Balakrishnan Circle, Bikaner-546622",Naihati,West Bengal,016599,PS-041,2021-10-23
AUW4008630,Vincent Naik,Farhan Sood,1976-05-04,Female,"H.No. 37, Sahni Nagar, Bhalswa Jahangir Pur 816733",Chandrapur,Punjab,121575,PS-031,2023-02-08
TNU1889617,Qabil Sem,Vyanjana Padmanabhan,1981-02-24,Female,"H.No. 229, Ramesh Road, Bhubaneswar 541597",Gudivada,Uttar Pradesh,254384,PS-046,2024-10-04
UHJ1557108,Falan Mand,Praneel Murty,1937-01-14,Other,"61/429, Ramachandran Ganj, Yamunanagar-185016",Aurangabad,Tamil Nadu,999650,PS-032,2020-07-22
ABN8933675,Qadim Kulkarni,Krisha Kapur,1950-04-21,Other,"47/63, Ahluwalia Circle, Phusro-654025",Moradabad,Punjab,932727,PS-015,2018-12-21
YTH8143867,Abhimanyu Kapadia,Bachittar Krish,1942-11-21,Female,"56/79, Pillay Chowk, Aizawl 579554",Malegaon,Karnataka,471247,PS-050,2023-04-17
DSG4436014,Gagan Dutta,Liam Narula,1949-06-30,Male,"H.No. 255, Badami, Sikar 007923",Bilaspur,Tamil Nadu,600128,PS-001,2020-01-11
ORV0014221,Janaki Kar,Niharika Bhasin,1993-09-07,Male,"03, Raman Path, Medininagar 279862",Khora ,Punjab,716906,PS-006,2017-01-13
GSO9773487,Balhaar  Nath,Vrinda Uppal,2007-08-17,Female,"183, Chacko Marg, Kollam 892608",Guna,Rajasthan,815278,PS-038,2023-12-28
PZR8520859,Nachiket Kapoor,Januja Kothari,1936-02-16,Female,"76/03, Puri, Mumbai-436524",Nagercoil,West Bengal,364818,PS-025,2023-05-21
IDN2572434,Yashica Sawhney,Yasti Brahmbhatt,1967-02-28,Male,"56/16, Dhar Road, Khammam-565749",Nanded,Rajasthan,042901,PS-050,2019-07-04
YAG5331336,Netra Prakash,Ekani Balakrishnan,1938-06-04,Male,"02, Batra Marg, Khora  210531",Amritsar,Kerala,776872,PS-018,2015-12-02
UVN8675076,Onkar Madan,Victor Bhat,1990-12-14,Female,"36/540, Chaudhry Zila, Ramagundam-248420",Parbhani,Uttar Pradesh,509476,PS-036,2021-11-17
DAN1137079,Ekantika Jani,Ubika Chana,1997-03-06,Other,"H.No. 94, Ravel Street, Sangli-Miraj & Kupwad 398313",Barasat,Tamil Nadu,145996,PS-044,2023-07-22
URT1957693,Timothy Sama,Ishita Babu,1947-09-03,Male,"15/24, Raval Road, Panipat-092335",Berhampore,Rajasthan,656426,PS-019,2016-10-19
FDP7876426,Anya Hora,Bhavani Gaba,1952-05-26,Female,"H.No. 058, Pillay Chowk, Satna 806562",Pudukkottai,Tamil Nadu,459908,PS-014,2016-11-09
NSI4697582,Abeer Yohannan,Amaira Kota,1945-02-14,Male,"76/17, Choudhry Circle, Guntakal-983845",Mangalore,Rajasthan,266568,PS-016,2022-06-13
NAV2068094,Wridesh Saxena,Janaki Buch,1982-10-24,Female,"79/376, Dass Ganj, Vellore 944551",Alappuzha,Tamil Nadu,829732,PS-037,2023-08-19
GHC3519513,Pranit Sachdev,Girish Lata,1960-01-01,Female,"10, Bakshi Marg, Hospet-031637",Tiruvottiyur,Punjab,049332,PS-048,2022-12-08
FRW5078571,Wriddhish Kibe,Upkaar Kaul,1942-01-19,Other,"H.No. 71, Ahluwalia Street, Vellore 734540",Chapra,West Bengal,802620,PS-018,2022-08-29
QZK6616957,Anvi Hora,Ganga Jayaraman,1950-07-10,Male,"09/16, Kant Marg, Bhusawal-968740",Tiruppur,Rajasthan,454410,PS-040,2022-07-14
CNE4835122,Hemang Jha,Oni Swamy,1943-01-22,Female,"H.No. 038, Pradhan Marg, Guwahati-826199",Raebareli,Kerala,344565,PS-050,2021-04-26
VSL0214386,Chatresh Shah,Aayush Bora,1995-05-28,Female,"75/949, Jaggi Ganj, Raiganj-117196",Vadodara,Uttar Pradesh,902144,PS-022,2020-11-26
TWM3351688,Yochana Jain,Raghav Biswas,1972-09-20,Male,"49/127, Choudhary Zila, Pune-240787",Bilaspur,Kerala,815632,PS-013,2022-08-29
TIV2720768,Wridesh Yohannan,Vritti Sangha,1958-05-17,Other,"16/38, Konda Road, Karaikudi-635853",Guwahati,Maharashtra,127896,PS-007,2021-07-31
KCN6748562,Girish Wadhwa,Baghyawati Madan,1948-05-22,Male,"H.No. 62, Wali Path, Morena 408222",Tezpur,West Bengal,053967,PS-013,2019-01-08
JSX0987022,Anamika Din,Viraj Chana,1983-01-22,Female,"49/07, Muni Ganj, Thane-197774",Jaunpur,Kerala,951418,PS-032,2023-02-22
XRG6763340,Yuvraj Manne,Sudiksha Khatri,1950-01-17,Female,"89/91, Krishnan Zila, Machilipatnam 091692",Kolhapur,Karnataka,379897,PS-013,2016-08-31
SDD5379813,Aarav Mahajan,Balvan Loyal,1996-06-22,Male,"H.No. 11, Palan Ganj, Satara 572289",Chennai,Karnataka,415780,PS-002,2023-10-22
